text,label
I work in a design studio and by chance it ' s a really good profession for me .,0
This attachment has a taper shank which is inserted in the spindle of the machine .,0
The music was composed by a musician who was not known outside his village .,0
"Both are charged with murder , with Lopez standing accused of letting off 13 shots in Horton's death .",1
"Though the system has maintained overall central deep convection , subsidence persisted along the northwest quadrant which caused further drop in wind speed .",1
His promised bride was already in great peril from the twisted love of an insane suitor .,0
"As a random-pairings session continues, some of these first-round cooperators get discouraged, and shift to defecting in the first round.",1
"We aggregate the five classes into three categories: very satisfied (score four or five), followed by pretty satisfied (score three) and not satisfied (score one or two).",0
"After several years of self-observation , Alexander began to teach his method of conscious inhibition through manual facilitated movement .",1
"Last week's escapee from the Texas prison system is still at large and is now on the U . S . Marshal Service's ""Most Wanted"" list of fugitives . He escaped last week while being transported from a prison in Huntsville to one in Beaumont , Texas .",1
"Next to Moll lived the celebrated actress Nancy Dawson , a former harlot made famous by her lascivious hornpipe in Gay ' s phenomenally popular The Beggar ' ss Opera .",0
"But we will ultimately emerge with strong capital markets, which will in turn enable our economy to continue to grow.",1
"In these cases , the disappointment from the purchase is not forgotten over time , but rather accumulates .",1
"First, the task of learning and familiarization was harder, since the first choice of rules occurred before subjects had any experience interacting in a VCM with or without punishment.",1
Two plainclothes NYPD officers shot and killed a 16 - year - old Brooklyn resident after police say he pointed a gun at officers on Saturday,1
Supplemental analyses are available from the authors upon request.,0
But that will take some time.,0
The team drafted a great player in 2002 when they chose Julius Peppers second overall .,0
"And in order to get there, I want to emphasize what Ben Bernanke said.",1
I used these techniques to stretch my ear lobes to accept 6 gauge earrings .,0
"Whitmire questioned why several prisons , including the Estelle unit , stopped searching visitors two months before Comeaux's escape and moved to random pat - downs .",1
The United States cut virtually all military links with Indonesia in 1999 after its forces were implicated in the violence that swept East Timor after that territory voted for independence.,1
"As a noun , a tag is a basic element of the languages used to create web pages ( HTML) and similar languages such as XML .",0
The pseudolesion was caused by drainage of the paraumbilical vein .,1
"Unemployed John Jenkin , 23 , was arrested yesterday moments after armed cops arrived following a 999 call .",1
"This water was diverted due to a combination of improper maintenance , leaking and clogging , and eventually ended up in the MIC storage tank .",1
Participants were told that a total of 200 lottery tickets would be divided among all participants.,0
Arcade Joseph Comeaux Jr : Texas Child Molester Escaped and Armed,1
Iron released during myelin breakdown is hypothesised to cause further damage .,1
Car makers moved production into another country for cheap labors .,0
I sent you a suitcase with cash in it so you can fill it up with wine gummies .,0
"Figs. 1, 2, and Table 3 provide support for Results 1 and 2. Fig. 1 depicts the likelihood of punishment as a function of how much an individual's contribution deviated from the average contribution of his peers.",0
"The Germans conducted air raids on England during 1915 and 1916 with airships , hoping to damage British morale and cause aircraft to be diverted from the front lines , and indeed the resulting panic led to the diversion of several squadrons of fighters from France .",1
"Cilcorp Inc., Peoria, Ill., said it agreed to acquire the environmental consulting and analytical service businesses of Hunter Environmental Services Inc. of Southport, Conn. The utility holding company said Hunter will receive 390,000 shares of a new series of Cilcorp convertible preferred stock with a face value of $ 39 million for the businesses.",0
They also saw the birth of the Gelugpa school (also known as Yellow Hats) by the disciples of Tsongkhapa Lobsang Dragpa .,0
"HEALTHDYNE Inc., Atlanta, said its subsidiary, Home Nutritional Services Inc., registered with the Securities and Exchange Commission an initial public offering of four million shares of common.",0
"A powerful earthquake hit southern Iran on Sunday , causing major destruction in seven villages and killing 10 people and injuring 80 .",1
The soot has been blown down into the fireplace .,0
"As the servants put the inflatable corgis in a bag for the Balmoral jumble sale , the Queen will be settling down this morning for a nice cup of tea and a quiet rest during The Archers , known to be one of her radio favourites .",0
"Thereafter, participants in this condition immediately moved on to the remainder of the study.",0
The Affiliate Classroom promotes the direct sales and gets commission from the selling of products .,1
"Iraqi military authorities ordered all Americans and Britons in Kuwait to assemble at a hotel, officials said.",0
"Since computers merely execute the instructions they are given , bugs are nearly always the result of programmer error or an oversight made in the program 's design .",1
"When a bottle full of air is opened under water , the water will not enter the bottle .",0
Air Force Lieutenant Colonel Eileen Collins will be named commander of the Space Shuttle Columbia for a mission in December.,0
"A linear regression with random effects with RT as the dependent variable shows a marginally significant effect of SVO (B ¼ À0.58, 95% CI [À1.27 to 0.11], P value ¼ 0.1), and a significant effect of trial number (B ¼ À0.01, 95% CI [À0.011 to À0.0091], P value < 0.001, Wald v 2 ¼ 413.20).",0
Two pillars of a bridge at Karsaz Road have collapsed today morning .,0
"The bond market was unmoved by the economic statistics. While bond investors would have preferred growth to be a little slower, they were cheered by inflation measures in the data that showed prices rising at a modest annual rate of 2.9 %.",0
"He called Wagner 's anti-Semitism obviously `` monstrous , '' and feels it must be faced , but argues that `` Wagner did not cause the Holocaust . ''",1
"According to the NYDN , LiLo showed up to Morningside at around noon , spent a couple of minutes there , got spooked by the paparazzi ( uh huh ) and then jumped back into her SUV .",1
The video shows Zurana Horton falling to the ground surrounded by kids in the moments after gunfire erupted outside her children's school . Witnesses say Horton died trying to shield several students .,1
Generally it appears that most of the damage was caused by the winds and the rough seas .,1
The cerebral cortex is composed of a sheet of neurons that during evolution has increased by three orders of mag- nitude in surface area .,0
"Two , she shot and killed there in the room .",1
Orange juice is a popular breakfast beverage made from the extraction (squeezing) of liquid from fresh oranges .,0
New Western customs moved into the traditional Asian culture .,0
McGee ' s talent stemmed from mother ' s teaching .,1
"Finally, looking at a group average measure of connectivity that we calculated, we find high correlation with individual cooperative behaviour.",0
You needed a glamour cat to purr in this kennel of hungry hounds .,0
Critics of the industry maintain that private military and security companies are used by governments in order to circumvent attention .,0
"The first of the deaths this weekend was that of a New Zealand climber who fell on Friday morning . The 36 - year - old , who had been living in Melbourne , slipped and fell approximately 200 metres down a steep ice gully as he was approaching the Tasman Saddle Hut , police said .",0
"The other stations responded by hiring a cast of precocious cats , ferrets , chimpanzees and marmosets .",0
"And if I were asked to design a system, I would not allow these kind of cultures and activities to be a part of large depository and traditional lending institutions.",1
The greatest amazement was caused by the floats .,1
"After scooping up jewelry and watches estimated to be worth 2 million euros ( $2 . 6 million ) the thieves reversed their car out of the store and set fire to it before making off in another vehicle , Le Monde reported .",1
"After 1646 , however , the Puritan emphasis upon individualism and the individual conscience made it impossible for the movement to form a national Presbyterian church , and by 1662 , when the Anglican church was re-established , Puritanism had become a loose confederation of various Dissenting sects .",0
Waitrose fire in Wellington town centre tackled,1
"Scott Ritter led his team on a 10-hour tour of three suspected weapons sites classified as "" sensitive "" by the Iraqi authorities, U.N. spokesman Alan Dacey said.",0
The movie represents the only film soundtrack by the seminal Los Angeles punk rock band .,0
"A government affidavit in 2006 stated that the leak caused 558,125 injuries , including 38,478 temporary partial injuries and approximately 3,900 severely and permanently disabling injuries .",1
Silverwoods set up small distribution points through Southern Ontario where the packaged milk was delivered from the city dairy via large tractor trailers then it was reloaded on smaller route trucks that distributed it to the stores in a certain area surrounding the distribution depot .,0
"For example, regardless of their own contribution students could not be excluded from the public good that the course generates (i.e.",0
The climber had a hook in each hand .,0
Most of the taste of strong onions comes from the smell .,1
Companies face big risk from loss of key employees .,1
"I ' m the decision maker , and I had to come up with a way forward that precluded disaster .",0
The Germanic migrations of the fifth century were triggered by the destruction of the Gothic kingdoms by the Huns in 372-375 .,1
"Yet, when group identification was high, both leader types appeared to be equally efficient.",1
A series of aftershocks have hit the island since it was first rocked by a magnitude - 5 . 9 earthquake early Sunday afternoon . The seismological bases of Tehran University registered a quake measuring 3 . 8 on the Richter scale at 09 : 10 hours ( 0440 GMT ) on Monday .,0
"The company said its shipments declined as a result of a reduction in inventories by service centers, a lackluster automotive market and increasing competitive pressures in the construction market.",1
"The school of fish mentioned in the title poem of this book live at the bottom of the sea , but are somehow addicted to light .",0
"Viruses that cause respiratory illness typically are capable of causing a range of clinical manifestations , and asymptomatic infections are possible .",1
"The pages of the magazine came to life at the Metreon with gourmet food , great Sonoma Valley wine , and jamming music .",0
"The probability of 0.2 is chosen conservatively, since this data generating process gives slightly more noisy classifications than we really have: 32% of the generated data points have two and 4% have three possible levels.",0
"AI requested that the perpetrators be prosecuted to the fullest extent of the law , that adequate compensation be provided to the victims and that senior government and police officials offer apologies for the suffering caused by the responsible police officers .",1
"Chief Superintendent Al McHugh said the bomb discovered in the Irish Republic was destined for an unknown target in Northern Ireland and "" would have caused massive destruction. "" The discovery appeared to be the latest attempt by extremists opposed to the IRA's 8-month-old truce to undermine the peace process, set to resume Monday in Belfast.",0
"In particular, participating in a low-payment choice before making a high-payment choice magnifies the scale of the utility received/payoff from the subsequent task.",1
"Also , very rarely , hypnotherapy leads to the development of ' false memories ' fabricated by the unconscious mind ; these are called confabulations .",0
Earthquakes are caused by the discharge of accumulated along geologic faults .,1
Preliminary experiments seemed to support this idea in that the quenches produced the predicted high vortex-densities .,1
Three Killed In Athens Bank Fire Amid Strike Three people have died after rioters in Greece set fire to a bank in Athens during a nationwide strike against huge spending cuts aimed at rescuing the country's economy .,0
Deputy's Alleged Killer Held A 27 - year - old parolee is found 'cowering in a bathtub' near the house where Jerry Ortiz had been shot in the head a few hours earlier .,1
"StatesWest Airlines, Phoenix, Ariz., said it withdrew its offer to acquire Mesa Airlines because the Farmington, N.M., carrier didn't respond to its offer by the close of business yesterday, a deadline StatesWest had set for a response.",1
He moves people into climate action .,0
"The publishing concern said it retained the investment banking firm of Donaldson, Lufkin amp Jenrette Securities Inc. to act as its financial adviser, assisting in the evaluation of various financial and strategic alternatives, including debt refinancing, raising capital, recapitalization, a merger or sale of the company.",0
The talk considers graphs and multi-graphs as a subject of knowledge .,0
"In the 1880s the railroad had dug a large water well here , which had later turned into a cold bubbling mudpot driven by naturally-occurring pressurized carbon dioxide gas .",0
"But if you don't know which way you would like to head, you know, you have no chance of getting there.",1
Fidel Castro invited John Paul to come for a reason. This is clearly an opportunity for Cuba to look good internationally.,1
"Meanwhile, the U.S. hopes, economic sanctions and an international arms embargo will remain in effect until Iraq pays war reparations to Kuwait to cover war damages. That would undermine any chances of rebuilding either Iraq or its armed forces in short order as long as Saddam Hussein remains in power.",1
"While this combination of asymmetry and heterogeneity is relevant for real-world situations, particularly for international and global public goods, researchers have paid little attention to the potential that such heterogeneity can overcome the coordination problem of a best-shot social dilemma.",0
The report emphasised the need for better co-ordination between the agencies .,0
"There have been various stories about the origin of the Chinese script , with nearly all ancient writers attributing it to a man named Cangjie .",0
Monetary rewards were emphasized as incentives for participation.,0
"This self-regulatory ability requires executive attention, a limited cognitive resource (Engle, 2001).",0
On Saturday in California a suitcase was discovered inside a trash receptacle with a corpse stuffed inside of it .,0
"Historian Samuel Hynes explained : This has become the most common perception of World War I , perpetuated by the art , cinema , poems , and stories published subsequently .",0
I gotta a bottle full of snake oil with a label made of rainbows .,0
"We find that third parties punished more frequently, severely and less antisocially, resulting in a higher contribution level than that driven by second-party punishment.",1
"Statistics on acquisitions by foreigners vary in detail, because unlike Sansui, which is listed on the Tokyo and Osaka stock exchanges, most of the Japanese companies acquired by foreigners are privately held.",1
""" We have always taken smaller accounts, but now we are looking for smaller accounts that will grow, "" Mr. Schwarz says.",0
"She made a face at him and slowly sipped her guava nectar , watching him over the rim of her glass .",0
The fad started when a certain brand of socks manufactured by an American company became popular among Japanese schoolgirls .,0
"In general, the attribution research and the research on the effect of gender stereotypes and social inferences (Berndt & Heller, 1986;Deaux & Lewis, 1984) has found that a positive relationship exists between conformity to gender role stereotypical behavior and subsequent attributions of masculinity and femininity.",0
The clutter in my house was destroying me .,0
"Consequently, the payoffs of free-riders in SFI decrease and over the periods, participants in SFI experience the typically observed collapse of cooperation in repeated social dilemma interactions (Fig. 1).",1
"Because we made observations , we know the fate of the cat in the box .",0
"Goto . com was an Idealab spin-off created by the scientist , and was the first company to successfully provide a pay-for-placement search service .",0
Employees are the most important part of an organisation .,0
"However, the practices underlying these subsistence strategies-and the cultural norms and values that inform them-have undergone dramatic transformations, first through Soviet-era collectivization and cultural construction, then later in response to post-Soviet privatization and Perestroika.",0
A shocking video released for the first time Thursday captures the moment a Brooklyn mother of 12 was killed in a gang shootout as she picked her daughter up from school .,1
Crooks at $2 . 6 million heist on Paris jewelry store A smash - and - grab on a high end Paris store saw four robbers make off with jewelry and watches valued at over $2 . 6 million early Monday .,1
"Impure altruism also resolves the contradictions observed by List and Bardsley if the amount given, G, and the amount not taken, N , are equivalent sources of warm glow.",0
An MRI machine measures the response with a computer .,0
"And so I would ask you both if it is possible to establish a regulatory model that can provide a sense of security to prevent self-fulfilling prophesies, to use, you know, Jeffrey Lacker's words, with respect to runs on our financial institutions, and at the same time avoid interfering with the type of market discipline that Mr. Greenspan believes is so critical to the health of our capital markets.",1
"On Saturday , 32 - year - old Englishman Robert Buckley fell about 600 metres ( 2 , 000 feet ) while climbing to a small hut on Mount Sefton .",1
"During the quarter, Delta issued 2.5 million shares of common stock to Swissair, and repurchased 1.1 million shares for use in a company employee stock ownership plan.",0
"In addition, results from the laboratory experiments reveal that subjects donate less when they are aware that an individual could have announced support but chose not to do so.",1
The mouse is a traditional ball mouse with 3 buttons and a scroll wheel .,0
Mich . accountant charged with murder in office shootings,1
"As I move closer to the kitchen , the steady hum of the refrigerator grows stronger .",1
"The development of these kingdoms led to the eventual domination by Northumbria and Mercia in the 7th century , Mercia in the 8th century and then Wessex in the 9th century .",1
"Compaq, which said it discovered the bugs, still plans to announce new 486 products on Nov. 6.",0
His reign was to be marked by constant turmoil due to his political weaknesses .,1
Three people have died after rioters in Greece set fire to a bank in Athens during a nationwide strike against huge spending cuts aimed at rescuing the country's economy . Greek police clashed with protesters in the capital as tens of thousands of people joined a 24 - hour walkout .,1
So I was looking at the ceiling in my kitchen yelling at God .,0
A man who fell from a bridge along Interstate 29/35 after running from a minor crash has died .,0
"Pinup girl Williams was the star of WWII - era ""aquatic musicals"" and helped make the sport of synchronized swimming popular .",1
SES ¼ socioeconomic status of a coplayer; Fairness ¼ probability for coplayer cooperation.,0
The second primer set was derived from a specific variant surface glycoprotein(VSG) expression site where the SRA gene is expressed(R-ES) .,0
Edward 's failure to produce an heir caused a furious conflict over the succession on his death in 1066 .,1
"We minimized excessive flows that cause flooding , bank erosion , and habitat loss .",1
"Two segments posted lower earnings for the quarter. Profit from coal fell to $ 41 million from $ 58 million, partly because of a miners ' strike.",0
"He then went about imposing his superiority over Scotland and Wales , forcing each to recognise him as overlord .",1
"Published papers include results of original investigation , clinical reports , case history reports and review articles .",0
Two plainclothes NYPD officers shot and killed a 16 - year - old Brooklyn resident after police say he pointed a gun at officers on Saturday Peaceful protest for Kimani Gray turned chaotic tonight as 100 people rioted and threw bottles at officers,1
“ Lindsay is grateful for the treatment she received at the Betty Ford Center .,1
The relatively high willingness to invest in local public goods with long-term benefits invites to rethink the optimal level of donor control on aid funds.,1
"MONTREAL TRADES FLOYD TO RED SOX FOR TWO PITCHERS Less than three weeks after outfielder Cliff Floyd was imported to Montreal to play a pivotal part in the Expos' playoff plans, he was traded to Boston Tuesday night to try his hand in what the Red Sox hope will be their postseason plans.",1
"According to the same agency , the Deyrestan village saw serious destruction , while Tonban and Goursin were all but destroyed . The main temblor was followed by at least four major aftershocks , with magnitudes ranging from 3 . 6 to 4 . 3 , which increased the panic among villagers .",1
He has a tattoo on his right arm and scars from stitches on his right elbow .,1
"In a statement, the White House said it would do "" whatever is necessary "" to ensure compliance with the sanctions.",1
"Participants were advised that part of the experiment (T2 condition, see below) was not suitable for people with back or knee problems; any participants who said this would not be suitable for them were assigned to another condition.",0
"Painful digestive problems can trigger problem behaviour in children with autism and should be treated medically , according to the panel ' s report published today .",0
"Department of Corrections spokeswoman Michelle Lyons said Thursday that the convicted sex offender was still on the run . Both guards were released after being forced to drive to the Baytown area , where Comeaux ran way .",0
"And to me, to get to there, as the Chairman said, would take a good while.",1
Our future leaders are learning about economics and politics from the real world .,0
"An undersea telecommunications cable cut on Tuesday partially blocked internet and mobile services in Alexandria and some other governorates . The cable cut happened around the same time that a different cable , owned by Telecom Egypt , was cut that also affected services , Egyptian authorities said .",0
Williams was booked into county jail and later released on bail .,1
"The actress spent time at the Betty Ford Center in 2010 ; however , a member of the staff ended up suing her for assault .",1
Norwood Partners Limited Partnership of Boston said it may make a tender offer for some or all of Phoenix Technologies Ltd.'s common shares.,0
A student went away from an interview buoyed up by wise and wholesome advice .,0
Two attributes have carried Meraki networks into Amazonian towns .,0
"Systemically , dust and fume cause irritation of the upper respiratory tract , metallic taste and nausea .",1
The patient is kept in the hospital one night for observation .,0
"The bathtub was full of books , and extra space became paramount .",0
"If the memory advantage for expectancy-incongruent information is abolished under cognitive load, our ability to successfully engage in social cooperation would be impaired because this type of memory is essential for correcting maladaptive behavior tendencies.",1
"An air freshener is constructed from parts to make a model of an object from everyday life , e . g . an airplane , insect , or bird .",0
"Later in the year , from November to April , the black flood arrives from the upper reaches of the river beyond Timbuktu .",0
"The decision was made after Defense Secretary Dick Cheney and Gen. Colin Powell, chairman of the Joint Chiefs of Staff, returned from a visit with military commanders in Saudi Arabia, administration officials say. Then, a week or so ago, Gen. Schwarzkopf secretly picked Saturday night as the optimal time to start the offensive.",0
"The following day , the heat exchanger was installed in the fuel tank .",0
"Otherwise, if the accumulated gain explains the behaviour of the birds but the one trial gain does not, then the birds are making decisions based on the four trial reward and are playing a mutualism game.",1
He stuffed the paper into the bottom of his backpack .,0
"He cleaned his piano keys , using the proposed tips , but also remembered: playing with clean hands can prevent future headache .",0
"In the computer conditions, the experimenter took the participant to a second room and seated him or her in front of a computer workstation with a 21-in.",0
"When the Anatolian language went away from the community , it continued its dialectal divisions .",0
"INS Sukanya detected five suspicious boats , speedily approaching the merchant vessels that the warship was escorting through the Internationally Recognized Transit Corridor .",1
An agenda of deeper reforms can boost public confidence even as it undoes a lot of the distress caused by the financiers and bankers .,1
Real estate builds itself out of downturn .,0
"When the group boundaries are fixed, as they are in our research, jointness of supply has little direct effect on the provision of the public good.2",1
"In a statement to Al - Masry Al - Youm news paper , Mahmoud Al - Goweiny , a member of the National Telecommunications Regulatory Authority's board of directors said that the cable cut happened around the same time that a different cable , owned by Telecom Egypt , was also cut , affecting services in Egypt .",1
"Obviously, this enabled us to infer more precisely how the dynamic link in our basic setting affected the results.",0
"The high temperature caused a decomposition reaction , increased the inner pressure of the reactor , and resulted in a rupture .",1
The hole has been caused by the accumulation of dust into planets like Earth .,1
The economic collapse was caused by consumers buying mortgages they couldn ' t afford and the housing collapse .,1
These subjects were thoroughly investigated at the conference during the three seminars each of high specialist content .,0
"James Fallon, a New Providence, N.J., marketing consultant to the chemicals industry, says Du Pont still holds an edge in making the pigment because the company was "" first in with the technology "" to lower costs.",1
Homemade tomato soup is so much better than the shop bought versions .,0
"In wire working , the artist creates shapes , using various sizes of wire .",0
"Ms. Applebaum had estimated third-quarter earnings of 55 cents a shhha55 cents a share, ents a share, but ssa share, but said the losses for the unusual items were larger than expected.",0
Her naked and decomposing body was discovered inside a locked cupboard in an Auckland building .,0
Pro-republicans hope to have an Australian president by the opening of the 2000 Olympics and the 100th anniversary of Australian federation.,0
Student protests are turning into a Twitter revolution in Moldova .,1
This machine has a high-speed semiconductor switch for quick interruption and restart .,0
"Belying the fashionable exterior of the dress , the inner bodice was made with a section of a homespun linen bedsheet , on which one can still see the embroidered initials of the owner .",0
Historic dairy building destroyed by fire,1
"To create a good seal , manufacturers put a foam- or gel-filled seal between the ear cup and your head .",0
This lamp causes serious skin burn and eye inflammation from shortwave ultraviolet radiation when outer envelope of the lamp is broken or punctured .,1
"Detroit Office Shooter Charged With Murder , Attempted Murder",1
The court started from the assumption that the Constitution applied .,0
"Acne is caused by infections that occur when pores in the skin are filled with oil , dirt , or other substances .",1
The board said Mr. Drabinsky and Vice Chairman Myron Gottlieb are negotiating financing before offering C $ 16.40 a share to acquire all of Cineplex's shares outstanding. The directors said if Messrs.,0
These chemical studies were directed toward proof of structure of the indole components of the seeds .,1
"He did not speak to reporters in Jordan, but he told The Associated 				Press before leaving the United States that he hopes to ""separate the 				humanitarian work from the political issues.""",0
The afterglow is produced by shock waves in the jets of tenuous gas that shoot from the blast at almost the speed of light .,1
"In a similar context , this circuit has followed the rule that reinstatement is a basic element of the appropriate remedy in wrongful employee discharge cases .",0
"Indian Naval Ship Interdicts Three Pirate Vessels In A Single Operation Indian Naval Ship Sukanya , presently deployed on anti - piracy patrols in the Gulf of Aden under the operational control of the Western Naval Command , found herself once again in the thick of things , thwarting a multiple - boat piracy attack on 10 Nov 11 .",1
"In many ways , the flavor of rye beer is reminiscent of wheat beers .",0
"The fluctuations are caused by state and federal taxes , distance from refineries to filling stations and environmental laws .",1
"Reflecting the concern, Unisys stock fell a further 75 cents to $ 16.25 in composite trading Friday on the New York Stock Exchange.",0
The drugs cause unconsciousness and cardiac arrest separately .,1
"Collectively, these informal sanctions provide a powerful mechanism for guiding social behavior.",1
Climate Hackers dumped iron into the ocean .,0
"Among the additional contents of the box were a controller , an audio/video connector , a plug , and quite a few manuals and booklets .",0
he mode of communication makes a significant difference.,0
"John Jenkin is due in court over the murders of Alice McMeekin , 58 , and Kathryn Jenkin , 20 .",1
He put the card into his mobile phone .,0
"Due to land interaction and colder sea surface temperature in the South China Sea , the JMA downgraded Nalgae to a severe tropical storm on October 2 , and then a tropical storm late on October 3 .",0
This section outlines the duties of the Trust with respect to setting the BBC ' s editorial standards .,0
"Authentic people , knowing their place in the world , fulfill it with joy and attention .",0
Our company has released five computer applications to the Apple ' s online shops .,0
"The Allies continued by starting its own offensive , which drove the Axis west across Libya a few months later , just after the Anglo-American invasion of the French North Africa , forcing it to join the Allies .",1
"Schools in poor areas have small budgets and , unlike schools in the cities , they ca n't collect huge fees , so they 're pressed for money .",1
The game will start when everybody finishes the quiz.,0
"In an official statement from Seacom said that their initial estimates were that it would take 12 days to repair the cable , depending on weather conditions . Cybersmart posted on its website that their Seacom service was restored at 10 : 57 on 11 October 2011 .",1
sided Mann-Whitney U-test and Kolmogorov-Smirnov-test; N = 28) and their standard deviation (4.0 in Lf vs. 5.3 in Lr; p N 0.15; two-sided Mann-Whitney U-test; N = 28).,0
"A Superior Court jurty in Norwalk today convicted a Hawaiian Gardens gang member of murdering L . A . County Sheriff's Deputy Jerry Ortiz in June , 2005 . It also found true special circumstances of murder of a police officer intentionally killed while performing his duties , murder to avoid arrest , street gang murder , lying in wait . . . and that Orozco personally used a handgun to commit the murder and the attempted murder , the D . A . 's release says .",0
"The best vodka is distilled from rye and barley malt , but the cheaper corn and potatoes are commonly employed .",0
"Variations on these early dominant strategy public goods games have been conducted in the laboratory under many different assumptions about utility functions and technology, different subject pools, asymmetric endowments and preferences, different information conditions, different public good mechanisms, variable group sizes, and so forth.",0
"Lohan Checks into Betty Ford , Rehires Attorney After she abruptly left a rehab facility in Newport Beach on Thursday , Lindsay Lohan has checked into the Betty Ford Center in Rancho Mirage .",1
"If implemented, these recommendations eliminate regulatory competition that creates inefficiencies and can engender a race to the bottom.",1
"The existing configurator I ' m certain is built up of many parts expertly layered , probably mostly inside of this ' configed ' program .",0
"Seacom announced that it has fully restored all its customers on alternative routes Subsea cable operator , Seacom , announced on Twitter today ( 20 October 2011 ) that they have restored services to all customers using alternate routes , following an outage that was initially expected to take 12 days to repair .",1
"When the arm of the patient is meticulously placed at the right atrium level in both positions , the difference is even greater than when the arm rests on the desk or on the arm support of the chair .",0
"The years of the first postwar five-year plan saw a vigorous rise in the factory ' s output of equipment for the chemical , metallurgical , coal and petroleum industries .",0
"Most importantly , the shock and anger caused by the surprise attack on Pearl Harbor united a divided nation and was translated into a wholehearted commitment to victory in World War II .",1
Tooby & Cosmides (1996) propose that the establishment of stable and friendly relationships between group members favoured the exchange of help when needed and thus reduced the risks of the situation described by the banker's paradox.,1
"Treatment of cardiovascular collapse from caffeine overdose with lidocaine , phenylephrine , and hemodialysis .",1
Antibodies introduced into living cells by red cell ghosts are functionally stable in the cytoplasm of the cells .,0
"As discussed in the literature , several experimental problems have not been solved .",0
"Nutritious chocolate is made of cocoa paste , cocoa butter , and sugar .",0
The paying taxes label should then lead to contributions comparable to those participants who do not spontaneously associate the public goods game with teamwork.,1
Tax cuts for rich are thrown into doubt .,0
Ginger wine is a fortified wine made from a fermented blend of ground ginger and raisins that was first produced in England .,0
"Comeaux , a 6 - foot , 200 - pound black male , was serving a life sentence for crimes he committed in three Texas counties . Comeaux allegedly handcuffed the officers together in the vehicle and then took off with their weapons , MyFoxHouston . com reported .",0
"After facing serious questions about how 900 prohibited cell phones were smuggled into Texas prisons this year , along with drugs and weapons , the Texas Department of Criminal Justice found itself on the defensive again Tuesday while trying to find an inmate who escaped despite being shackled to a wheelchair .",1
All items including photos have been dragged into a garbage bin .,0
Buffy 's first death caused Kendra Young to be chosen as the Slayer .,1
"In developing countries four-fifths of all the illnesses are caused by water-borne diseases , with diarrhoea being the leading cause of childhood death .",1
"On Friday, Intel began notifying customers about the bugs which cause the chip to give wrong answers for some mathematical calculations.",0
"I changed the balance of the flavours through my selection of bread , and got an increase in the sweetness with a choice of raisin bread .",1
"Avoiding the moral hazard, having strong market discipline makes the system work better, and an example would be the counterparty discipline between the banks, investment banks, and the hedge funds, has protected the banks and the banks and the investment banks from any losses from hedge funds.",1
"As an immortal goddess descended from a race of divine beings , she ' s probably all entitled .",0
"We have gotten the agreement of the Chairman and the Secretary, preliminary to any opening statements, to stay until 1 p.m. We will probably have some votes, so we will maximize our time.",1
"Beyond the social dilemma game, it is expected that if happiness is displayed, a cooperative in contrast to a self-interested message will more likely lead to meeting up with the other.",1
"Powell said his discussions with Mahathir ""touched on the case"" of his former deputy, Anwar Ibrahim, who is serving a 15-year sentence on charges of sodomy and abuse of power after trials that Powell said the United States had ""always felt"" were flawed.",1
"Once outside , the python was placed in a bag , which was put inside a dog crate .",0
"Whilst audio sampled at 8kHz is sufficient for communication , such narrow-band speech does not sound natural , leading to user frustration after prolonged exposure , and making language learning difficult .",1
"In 1752 , William Hallam sent a company of twelve actors from Britain to the colonies with his brother Lewis as their manager .",0
"First Security Corp. said it tentatively agreed to acquire Deseret Bancorp. Terms call for First Security to issue about 0.55 share of its stock for each Deseret share held, or a total of about 550,000 First Security shares.",0
"Two accused gangbangers went on trial Wednesday for tragically killing a mother of 12 as they were spraying bullets from a Brooklyn rooftop . The 34 - year - old mother was struck in the chest from a bullet that ricocheted off a fence in her Brownsville neighborhood in Oct . 2011 , authorities said .",1
The envelope contained a DVD of her mother .,0
Corruption is one of the main causes of a global crisis that deprives more than a billion people of access to safe drinking water and more than 2 . 6 billion of access to sanitation systems .,1
"The shooting then breaks out , with Horton pushing a child out of the way to take a bullet .",1
"""Your actions and failure to act led to violations of Senate rules (and related statutes) and created at least the appearance of impropriety,"" the three Democrats and three Republicans on the committee said in a three-page letter to Torricelli.",1
"Be careful , because just one little clove imparts a terrific amount of spice to a bottle full of rum .",0
"On Friday , 36 - year - old Duncan Rait died after slipping and falling about 60m from a ridge near the Tasman Glacier .",1
"They killed my little brother for no reason . "" Tonight , a crowd gathered to mourn his death—and protest police treatment .",0
"For the nine months, Du Pont earned $ 2 billion, or $ 8.46 a share, up 18 % from $ 1.69 billion, or $ 7.03 a share, a year earlier. Sales increased 10 % to $ 26.54 billion from $ 24.05 billion.",0
Indian navy has foiled a piracy attempt on 5 Indian merchant vessels in international waters . Navy's frigate INS Sukanya intercepted 3 pirate ships and seized arms and ammunition from the pirates .,1
"Bush, commenting on the two-week gulf crisis from his vacation home in Maine, said he saw little reason to be optimistic about a settlement of the dispute, which stems from Iraq's invasion of oil-wealthy Kuwait and its subsequent military buildup on the border of Saudi Arabia.",1
The above exceptions fully resolved the evaluation of a photograph by a court as a result of the claim .,0
"Certainly, strong social bonds make visualizations of others easier, providing a firmer impetus for volunteering.",1
Reducing the harm caused by the War on Drugs is a big task .,1
Villagers in the Netherlands are glad to have a mustering of stork visit them .,0
